date_time,vehicle_id,coord,gps_coord,spd,edge,lane,displacement,turn_angle,next_tls
2023-03-02 11:42:03.243,97,"[3072.225061174548, 1358.204189583259]","[114.33496722917462, 30.50914948043128]",56.44,268000578#0,268000578#0_0,896.61,213.2,()
2023-03-02 11:42:03.229,97,"[3080.8009788118707, 1371.308583915102]","[114.33505328597481, 30.509269431677453]",50.02,268000578#0,268000578#0_0,880.94,213.2,()
2023-03-02 11:42:03.216,97,"[3088.4019142040793, 1382.9231607898707]","[114.33512955928711, 30.509375745821124]",40.73,268000578#0,268000578#0_0,867.04,213.2,()
2023-03-02 11:42:03.202,97,"[3094.461160661966, 1392.4556089592731]","[114.33519029497167, 30.509462963008446]",34.49,268000578#0,268000578#0_0,855.73,207.67,()
2023-03-02 11:42:03.188,97,"[3098.904604453792, 1400.931447163478]","[114.33523446911046, 30.509540311614387]",26.14,268000578#0,268000578#0_0,846.15,207.67,()
2023-03-02 11:42:03.175,97,"[3102.2731734077083, 1407.3569690718723]","[114.33526795751182, 30.509598949484072]",20.72,268000578#0,268000578#0_0,838.89,207.51,()
2023-03-02 11:42:03.161,97,"[3104.831086066588, 1412.5002685660502]","[114.33529332188836, 30.509645856585976]",22.09,:3799158620_8,:3799158620_8_0,833.13,173.79,()
2023-03-02 11:42:03.148,97,"[3103.463989895007, 1417.7654852800606]","[114.33527779431064, 30.50969302667183]",20.99,:3799158620_8,:3799158620_8_0,827.0,108.84,()
2023-03-02 11:42:03.134,97,"[3097.9427472479083, 1419.5971150197422]","[114.33521986388288, 30.50970836119895]",27.28,99478595#1,99478595#1_0,821.17,105.41,()
2023-03-02 11:42:03.121,97,"[3090.6362603683237, 1421.6111871093885]","[114.33514330295814, 30.509724959994717]",43.48,99478595#1,99478595#1_0,813.59,105.41,()
2023-03-02 11:42:03.107,97,"[3078.991620178404, 1424.821094303778]","[114.33502128470519, 30.50975141406264]",59.68,99478595#1,99478595#1_0,801.51,105.41,()
2023-03-02 11:42:03.094,97,"[3063.008826678149, 1429.226836602911]","[114.33485380905951, 30.509787723270374]",75.88,99478595#1,99478595#1_0,784.93,105.41,()
2023-03-02 11:42:03.080,97,"[3042.6878798675584, 1434.828414006787]","[114.33464087593254, 30.50983388743626]",88.07,99478595#1,99478595#1_0,763.85,105.41,()
2023-03-02 11:42:03.067,97,"[3019.103358592374, 1441.3296131235256]","[114.3343937452064, 30.509887465184125]",101.88,99478595#1,99478595#1_0,739.39,105.41,()
2023-03-02 11:42:03.053,97,"[2991.82012376862, 1448.8503823631625]","[114.33410785716477, 30.509949444817565]",99.25,99478595#1,99478595#1_0,711.09,105.41,()
2023-03-02 11:42:03.040,97,"[2965.241825503755, 1456.1768320793908]","[114.33382935551343, 30.510009822413544]",90.73,99478595#1,99478595#1_0,683.52,105.41,()
2023-03-02 11:42:03.027,97,"[2940.962563293436, 1462.937437126598]","[114.33357492741808, 30.510065588807556]",85.62,99478595#1,99478595#1_0,658.31,106.36,()
2023-03-02 11:42:03.014,97,"[2918.142769217832, 1469.6347737041026]","[114.33333570873273, 30.510121095464058]",78.09,99478595#1,99478595#1_0,634.53,106.36,()
2023-03-02 11:42:03.000,97,"[2897.3289457478318, 1475.743381905453]","[114.33311751832102, 30.51017172241831]",70.64,99478595#1,99478595#1_0,612.84,106.36,()
2023-03-02 11:42:02.987,97,"[2878.500386277183, 1481.269338871879]","[114.33292013917398, 30.51021752014566]",65.57,99478595#1,99478595#1_0,593.22,106.36,()
2023-03-02 11:42:02.974,97,"[2861.022901179915, 1486.3987716720576]","[114.33273692314731, 30.510260031303485]",56.29,99478595#1,99478595#1_0,575.0,106.36,()
2023-03-02 11:42:02.961,97,"[2846.019044275035, 1490.8022241887536]","[114.33257963798904, 30.510296525546988]",47.76,99478595#1,99478595#1_0,559.36,106.36,()
2023-03-02 11:42:02.948,97,"[2833.2779090034755, 1494.483630495315]","[114.33244608709315, 30.510326993465988]",40.49,:7239273289_7,:7239273289_7_0,546.1,94.93,()
2023-03-02 11:42:02.935,97,"[2822.069740607365, 1494.5182544282518]","[114.33232939350135, 30.510324915690344]",31.24,:7239273289_7,:7239273289_7_0,534.85,83.29,()
2023-03-02 11:42:02.923,97,"[2813.4530257622396, 1493.4771004660395]","[114.33223994374636, 30.510313693250627]",25.31,:7239273289_7,:7239273289_7_0,526.17,82.5,()
2023-03-02 11:42:02.910,97,"[2806.475358191376, 1492.569197063335]","[114.33216752484876, 30.510304021401296]",19.37,725894816,725894816_0,519.14,94.28,()
2023-03-02 11:42:02.898,97,"[2801.1708744413404, 1493.0206438895057]","[114.3321121902092, 30.51030695962267]",35.57,725894816,725894816_0,513.76,102.45,()
2023-03-02 11:42:02.885,97,"[2791.491160496078, 1495.157506662335]","[114.33201089119252, 30.510324157271768]",51.77,725894816,725894816_0,503.88,102.45,()
2023-03-02 11:42:02.873,97,"[2777.4028570650657, 1498.2675955868935]","[114.33186345586476, 30.51034918738104]",49.54,725894816,725894816_0,489.5,102.45,()
2023-03-02 11:42:02.860,97,"[2763.9199325678082, 1501.24404298916]","[114.3317223558215, 30.51037314177776]",52.8,725894816,725894816_0,475.74,102.45,()
2023-03-02 11:42:02.848,97,"[2749.5500835861967, 1504.4162850113548]","[114.33157197396855, 30.510398671753116]",49.73,725894816,725894816_0,461.07,102.45,()
2023-03-02 11:42:02.836,97,"[2736.0165159126245, 1507.4039122396757]","[114.33143034382006, 30.510422715798665]",51.12,725894816,725894816_0,447.25,102.45,()
2023-03-02 11:42:02.824,97,"[2722.1049895586557, 1510.474976420615]","[114.33128475823537, 30.510447431169194]",48.34,725894816,725894816_0,433.05,102.45,()
2023-03-02 11:42:02.812,97,"[2708.949576246232, 1513.3791234984592]","[114.33114708539661, 30.51047080306705]",49.59,725894816,725894816_0,419.63,102.45,()
2023-03-02 11:42:02.799,97,"[2695.45461063621, 1516.358229058369]","[114.33100585904886, 30.510494778057787]",50.03,725894816,725894816_0,405.85,102.45,()
2023-03-02 11:42:02.787,97,"[2681.8407477175583, 1519.3635820088566]","[114.3308633883687, 30.510518964120486]",47.43,725894816,725894816_0,391.95,102.45,()
2023-03-02 11:42:02.776,97,"[2669.4487434223665, 1525.3800072494885]","[114.33073289608139, 30.51057055276445]",41.45,725894816,725894816_1,378.78,102.45,()
2023-03-02 11:42:02.764,97,"[2658.2420579093314, 1527.8545975269465]","[114.33061561651495, 30.510590467802384]",34.72,725894816,725894816_1,367.27,102.45,()
2023-03-02 11:42:02.752,97,"[2648.8548854233063, 1529.9274143057985]","[114.33051737838187, 30.510607149359043]",25.95,725894816,725894816_1,357.62,102.45,()
2023-03-02 11:42:02.740,97,"[2641.8592949258323, 1531.5653199687767]","[114.33044414552134, 30.51062042084402]",25.27,:1148794192_1,:1148794192_1_0,350.41,114.65,()
2023-03-02 11:42:02.729,97,"[2636.113176361702, 1535.1592005888936]","[114.33038343850912, 30.510651590218753]",24.43,:1148794192_1,:1148794192_1_0,343.39,178.45,()
2023-03-02 11:42:02.717,97,"[2636.4116463291684, 1541.7104751892387]","[114.3303849312286, 30.510710707601223]",21.45,-688038729#4,-688038729#4_0,336.61,193.89,()
2023-03-02 11:42:02.705,97,"[2637.8418192711606, 1547.4939786066868]","[114.3303983950386, 30.510763145727562]",23.95,-688038729#4,-688038729#4_0,330.65,198.26,()
2023-03-02 11:42:02.693,97,"[2640.4583877511586, 1553.4154398283854]","[114.33042417613115, 30.510817080576565]",26.08,:6805911916_5,:6805911916_5_0,324.0,254.7,()
2023-03-02 11:42:02.682,97,"[2647.358797339364, 1554.3901125353257]","[114.3304957743875, 30.510827338786054]",27.65,:6805911916_5,:6805911916_5_0,316.75,282.2,()
2023-03-02 11:42:02.670,97,"[2654.8481994159806, 1552.7120810176946]","[114.33057415823976, 30.510813810950495]",43.85,779834469#1,779834469#1_0,309.07,283.43,()
2023-03-02 11:42:02.658,97,"[2666.6954419185176, 1549.8829058809536]","[114.330698194142, 30.51079083638326]",50.98,779834469#1,779834469#1_0,296.89,283.43,()
2023-03-02 11:42:02.645,97,"[2680.4714379833713, 1546.5931356629321]","[114.33084242326227, 30.51076412135979]",52.36,779834469#1,779834469#1_0,282.73,283.43,()
2023-03-02 11:42:02.632,97,"[2694.6188613486615, 1543.2146669242823]","[114.3309905410068, 30.510736685876648]",52.53,779834469#1,779834469#1_0,268.19,283.43,()
2023-03-02 11:42:02.618,97,"[2708.8124572913516, 1539.8251719651469]","[114.3311391420884, 30.510709160678562]",48.33,779834469#1,779834469#1_0,253.59,283.43,()
2023-03-02 11:42:02.604,97,"[2721.870919573048, 1536.7067520624958]","[114.33127585872708, 30.510683836655428]",40.37,779834469#1,779834469#1_0,240.17,283.43,()
2023-03-02 11:42:02.592,97,"[2732.7788267859537, 1534.101894444867]","[114.3313900599075, 30.51066268304871]",34.79,779834469#1,779834469#1_0,228.96,283.43,()
2023-03-02 11:42:02.578,97,"[2742.1799618950167, 1531.856860826115]","[114.33148848578686, 30.51064445142883]",27.96,779834469#1,779834469#1_0,219.29,283.43,()
2023-03-02 11:42:02.565,97,"[2749.7342469652035, 1530.0528633565057]","[114.33156757591054, 30.510629801349403]",20.88,779834469#1,779834469#1_0,211.52,277.25,()
2023-03-02 11:42:02.552,97,"[2755.408835560589, 1529.6754230068243]","[114.33162674556775, 30.510627609411717]",22.3,:7933396653_0,:7933396653_0_0,205.73,218.51,()
2023-03-02 11:42:02.538,97,"[2758.6640561739405, 1534.539266826217]","[114.33165943670252, 30.510672146818354]",17.22,-850367640#0,-850367640#0_0,199.53,191.95,()
2023-03-02 11:42:02.525,97,"[2759.654063076709, 1539.2160964605337]","[114.33166859135537, 30.510714515319062]",32.28,:2483380302_1,:2483380302_1_0,194.75,192.01,()
2023-03-02 11:42:02.512,97,"[2761.519658445596, 1547.984394694303]","[114.33168585369133, 30.51079395142058]",48.48,:2483380302_1,:2483380302_1_0,185.78,192.05,()
2023-03-02 11:42:02.501,97,"[2764.3377055766427, 1561.1525834658444]","[114.33171194797528, 30.510913251656486]",51.74,-850367640#1,-850367640#1_0,172.31,192.1,()
2023-03-02 11:42:02.489,97,"[2767.3497914139866, 1575.2043571801485]","[114.3317398447539, 30.51104055798502]",50.82,-850367640#1,-850367640#1_0,157.94,192.1,()
2023-03-02 11:42:02.476,97,"[2770.325528476829, 1588.9993223202453]","[114.33176742643218, 30.51116554166249]",48.76,:2483380300_1,:2483380300_1_0,143.83,192.25,()
2023-03-02 11:42:02.464,97,"[2773.200896332734, 1602.2313411549912]","[114.33179410191302, 30.511285429482825]",48.79,-850367640#2,-850367640#2_0,130.28,192.26,()
2023-03-02 11:42:02.452,97,"[2776.0790474755127, 1615.472205330272]","[114.33182080424571, 30.511405397625865]",49.52,-850367640#2,-850367640#2_0,116.73,192.26,()
2023-03-02 11:42:02.438,97,"[2779.0003260486087, 1628.911476197464]","[114.3318479067531, 30.51152716341852]",48.6,-850367640#2,-850367640#2_0,102.97,192.0,()
2023-03-02 11:42:02.425,97,"[2781.805162113522, 1642.120696669076]","[114.33187385371764, 30.511646830678977]",48.77,:7933396687_0,:7933396687_0_0,89.47,191.77,()
2023-03-02 11:42:02.413,97,"[2784.5599312169315, 1655.38763315878]","[114.33189926527746, 30.511767007515232]",46.67,-850367640#3,-850367640#3_0,75.92,191.71,()
2023-03-02 11:42:02.400,97,"[2787.191271704384, 1668.084594709231]","[114.33192353228532, 30.51188202022083]",39.88,-850367640#3,-850367640#3_0,62.96,191.71,()
2023-03-02 11:42:02.388,97,"[2789.439700835926, 1678.9339007447809]","[114.33194426800746, 30.511980296332506]",31.38,-850367640#3,-850367640#3_0,51.88,191.71,()
2023-03-02 11:42:02.375,97,"[2791.208708246007, 1687.4698614748222]","[114.33196058237542, 30.51205761750041]",24.77,-850367640#3,-850367640#3_0,43.17,195.48,()
2023-03-02 11:42:02.362,97,"[2793.182780423409, 1694.0427925122065]","[114.33197951520562, 30.512117287481757]",27.19,:7933396678_6,:7933396678_6_0,36.28,236.21,()
2023-03-02 11:42:02.350,97,"[2799.676101329821, 1696.8122531502124]","[114.33204643439574, 30.512143636456607]",27.25,:7933396678_6,:7933396678_6_0,28.73,285.74,()
2023-03-02 11:42:02.337,97,"[2806.8749952716116, 1694.5441792183985]","[114.33212194005645, 30.51212472709177]",27.92,-850367643#0,-850367643#0_0,21.16,290.89,()
2023-03-02 11:42:02.325,97,"[2814.1203383488655, 1691.7788774862295]","[114.33219805173498, 30.51210134553152]",22.83,-850367643#0,-850367643#0_0,13.41,290.89,()
2023-03-02 11:42:02.313,97,"[2820.044018446537, 1689.5180096901506]","[114.33226027943773, 30.51208222909586]",16.39,-850367643#0,-850367643#0_0,7.07,290.89,()
2023-03-02 11:42:02.300,97,"[2824.2973915580956, 1687.8946414234526]","[114.3323049607088, 30.51206850292459]",9.05,-850367643#0,-850367643#0_0,2.51,290.89,()
2023-03-02 11:42:02.287,97,"[2826.6454607619667, 1686.9984630413546]","[114.3323296269426, 30.512060925402324]",0.0,-850367643#0,-850367643#0_0,0.0,290.89,()
2023-03-02 11:42:02.812,96,"[1098.5390094770041, 1620.1029476409217]","[114.31435523410958, 30.511088187352193]",107.34,70203362#13,70203362#13_0,595.69,357.91,()
2023-03-02 11:42:02.799,96,"[1099.5809590720423, 1590.2992673167535]","[114.31437347075519, 30.510819761901757]",104.61,70203362#12,70203362#12_0,565.87,358.05,()
2023-03-02 11:42:02.787,96,"[1100.567436508583, 1561.2598377785976]","[114.31439094026668, 30.510558213450143]",104.9,70203362#12,70203362#12_0,536.81,358.05,()
2023-03-02 11:42:02.775,96,"[1101.5569967553572, 1532.1348505210276]","[114.3144084629344, 30.510295894429216]",106.03,:2751698635_0,:2751698635_0_0,507.67,358.05,()
2023-03-02 11:42:02.763,96,"[1102.558895853685, 1502.696676606245]","[114.3144261915505, 30.51003075498761]",108.33,70203362#11,70203362#11_0,478.22,358.05,()
2023-03-02 11:42:02.752,96,"[1103.5827693542687, 1472.62483985358]","[114.31444430587112, 30.5097599084335]",104.21,70203362#11,70203362#11_0,448.13,358.05,()
2023-03-02 11:42:02.740,96,"[1104.567642202974, 1443.6944405207064]","[114.31446173104392, 30.509499342361455]",95.3,:2733773947_4,:2733773947_4_0,419.18,358.05,()
2023-03-02 11:42:02.728,96,"[1105.4695139801076, 1417.2323465070895]","[114.31447768008509, 30.509261007664712]",86.64,70203362#10,70203362#10_0,392.71,358.04,()
2023-03-02 11:42:02.717,96,"[1106.2905224194399, 1393.1832883047905]","[114.31449218898538, 30.5090444066089]",77.85,70203362#10,70203362#10_0,368.65,358.04,()
2023-03-02 11:42:02.705,96,"[1107.0282474241612, 1371.5737764826463]","[114.31450522600942, 30.508849777643377]",70.3,70203362#10,70203362#10_0,347.02,358.04,()
2023-03-02 11:42:02.693,96,"[1107.694412416641, 1352.0604074245755]","[114.3145169983589, 30.508674027860472]",62.56,70203362#10,70203362#10_0,327.49,358.04,()
2023-03-02 11:42:02.681,96,"[1108.2858607544958, 1334.6949084393057]","[114.31452746037087, 30.50851762285319]",53.44,:2828217453_0,:2828217453_0_0,310.12,358.05,()
2023-03-02 11:42:02.670,96,"[1108.7912088868875, 1319.8597021163532]","[114.31453639875932, 30.5083840073235]",48.04,70203362#9,70203362#9_0,295.27,358.05,()
2023-03-02 11:42:02.657,96,"[1109.245587834243, 1306.5228385689788]","[114.3145444350794, 30.508263886855932]",38.7,70203362#9,70203362#9_0,281.93,358.05,()
2023-03-02 11:42:02.645,96,"[1109.6116411160815, 1295.7784968705678]","[114.314550909215, 30.508167116323705]",32.11,70203362#9,70203362#9_0,271.18,358.05,()
2023-03-02 11:42:02.632,96,"[1109.9152857991098, 1286.8659631187247]","[114.31455627955664, 30.50808684424394]",26.19,70203362#9,70203362#9_0,262.26,347.98,()
2023-03-02 11:42:02.617,96,"[1112.5396237747025, 1280.539420258284]","[114.31458516801581, 30.508030380292226]",20.82,:2733773954_0,:2733773954_0_0,254.98,281.85,()
2023-03-02 11:42:02.604,96,"[1118.1405724808412, 1279.5037498344795]","[114.31464373240706, 30.508022246937003]",16.04,-268005512#0,-268005512#0_0,249.2,271.83,()
2023-03-02 11:42:02.591,96,"[1122.5942193242781, 1279.3612506738477]","[114.3146901316184, 30.508021918329273]",31.48,-268005512#0,-268005512#0_0,244.74,271.83,()
2023-03-02 11:42:02.578,96,"[1131.335728221083, 1279.08155681301]","[114.31478120285642, 30.50802127329793]",47.68,-268005512#0,-268005512#0_0,236.0,271.83,()
2023-03-02 11:42:02.564,96,"[1144.5750230957478, 1278.6579515130575]","[114.31491913316724, 30.508020296255836]",53.91,-268005512#0,-268005512#0_0,222.75,271.83,()
2023-03-02 11:42:02.551,96,"[1159.5430028856938, 1278.1790351033374]","[114.31507507336383, 30.50801919146285]",51.17,-268005512#0,-268005512#0_0,207.78,271.83,()
2023-03-02 11:42:02.538,96,"[1173.7507336910019, 1277.7244436672827]","[114.3152230931048, 30.50801814261109]",44.59,-268005512#0,-268005512#0_0,193.56,271.83,()
2023-03-02 11:42:02.525,96,"[1186.1307189021418, 1277.3283328926216]","[114.31535207093721, 30.508017228550862]",38.61,-268005512#0,-268005512#0_0,181.17,271.83,()
2023-03-02 11:42:02.512,96,"[1196.8496258343437, 1276.9853700815986]","[114.31546374324014, 30.508016437030822]",32.63,-268005512#0,-268005512#0_0,170.45,271.83,()
2023-03-02 11:42:02.501,96,"[1205.9070623226314, 1276.696769482797]","[114.31555810562752, 30.508015778956644]",26.07,:8526783241_5,:8526783241_5_0,161.39,271.82,()
2023-03-02 11:42:02.489,96,"[1213.1448733794862, 1276.4658978131313]","[114.31563351081756, 30.508015250781348]",19.39,-268005512#1,-268005512#1_0,154.14,271.84,()
2023-03-02 11:42:02.476,96,"[1218.527459314093, 1276.2932391419638]","[114.31568958808394, 30.508014849263557]",35.59,-268005512#1,-268005512#1_0,148.76,271.84,()
2023-03-02 11:42:02.464,96,"[1228.407899837496, 1275.97630156734]","[114.31579252524499, 30.508014112162183]",51.79,-268005512#1,-268005512#1_0,138.87,271.84,()
2023-03-02 11:42:02.452,96,"[1242.786194949695, 1275.5150850892596]","[114.31594232230749, 30.508013039365874]",52.17,-268005512#1,-268005512#1_0,124.49,271.84,()
2023-03-02 11:42:02.438,96,"[1257.2720060613283, 1275.0504197912596]","[114.31609323951196, 30.508011958372997]",48.15,-268005512#1,-268005512#1_0,110.0,271.84,()
2023-03-02 11:42:02.425,96,"[1270.640028055022, 1274.6216101184352]","[114.31623251128822, 30.508010960638828]",39.17,-268005512#1,-268005512#1_0,96.62,271.84,()
2023-03-02 11:42:02.413,96,"[1281.5151896726713, 1274.272764605062]","[114.31634581175743, 30.508010148851426]",29.93,-268005512#1,-268005512#1_0,85.74,271.84,()
2023-03-02 11:42:02.400,96,"[1289.8245633166612, 1274.006222569499]","[114.31643238113537, 30.50800952852331]",21.23,-268005512#1,-268005512#1_0,77.43,271.84,()
2023-03-02 11:42:02.387,96,"[1295.7170724480773, 1273.829674716453]","[114.31649376785681, 30.508009200973028]",21.65,:2733773956_0,:2733773956_0_0,71.53,248.6,()
2023-03-02 11:42:02.375,96,"[1300.7283884697158, 1276.4225914538918]","[114.31654529506268, 30.50803364829197]",25.11,:2733773956_0,:2733773956_0_0,65.52,188.93,()
2023-03-02 11:42:02.362,96,"[1301.5849559322182, 1283.281065947941]","[114.3165525133625, 30.508095654146405]",27.3,-268005515#0,-268005515#0_0,58.54,182.58,()
2023-03-02 11:42:02.349,96,"[1302.1978797676124, 1290.823898227638]","[114.31655702573572, 30.508163776530612]",31.02,:2733773959_4,:2733773959_4_0,50.96,204.74,()
2023-03-02 11:42:02.337,96,"[1307.3862752704467, 1297.0172429003906]","[114.31660950467948, 30.508220715988752]",28.31,:2733773959_4,:2733773959_4_0,42.34,264.88,()
2023-03-02 11:42:02.325,96,"[1315.2197438025946, 1297.4238772274518]","[114.31669095317427, 30.508226061428072]",23.18,-268005516#0,-268005516#0_0,34.48,270.77,()
2023-03-02 11:42:02.312,96,"[1321.6573020501921, 1297.3370224511866]","[114.31675799198258, 30.508226659147706]",31.53,-268005516#0,-268005516#0_0,28.04,270.77,()
2023-03-02 11:42:02.300,96,"[1330.4141390034, 1297.2188762402927]","[114.31684918307214, 30.508227472154267]",26.31,-268005516#0,-268005516#0_0,19.28,270.77,()
2023-03-02 11:42:02.287,96,"[1337.7212638712626, 1297.1202893737927]","[114.31692527729724, 30.508228150517102]",21.33,-268005516#0,-268005516#0_0,11.97,270.77,()
